2025-04-09 21:10:04,702 - INFO - Experiment started at 2025-04-09 21:10:04.702663
2025-04-09 21:10:04,703 - INFO - Experiment mode: knowledge_bases
2025-04-09 21:10:04,703 - INFO - Testing knowledge bases: ['kb_a', 'kb_b']
2025-04-09 21:10:04,703 - INFO - Using model: gemma-2-9b
2025-04-09 21:10:04,703 - INFO - Number of questions: 20
2025-04-09 21:10:04,703 - INFO - Repeats per question: 25
2025-04-09 21:10:04,703 - INFO - Timeout: 16 seconds
2025-04-09 21:10:04,704 - INFO - Concurrency: 15 workers
2025-04-09 21:10:04,704 - INFO - Delay between requests: 0.00625 seconds
2025-04-09 21:10:04,704 - INFO - Total API calls expected: 1000
2025-04-09 21:13:07,432 - INFO - Experiment started at 2025-04-09 21:13:07.432053
2025-04-09 21:13:07,432 - INFO - Experiment mode: knowledge_bases
2025-04-09 21:13:07,433 - INFO - Testing knowledge bases: ['kb_a', 'kb_b']
2025-04-09 21:13:07,433 - INFO - Using model: gemma-2-9b
2025-04-09 21:13:07,433 - INFO - Number of questions: 20
2025-04-09 21:13:07,433 - INFO - Repeats per question: 25
2025-04-09 21:13:07,433 - INFO - Timeout: 16 seconds
2025-04-09 21:13:07,433 - INFO - Concurrency: 15 workers
2025-04-09 21:13:07,433 - INFO - Delay between requests: 0.00625 seconds
2025-04-09 21:13:07,434 - INFO - Total API calls expected: 1000
2025-04-09 21:13:40,478 - INFO - Starting repeat 1/25 for all questions
2025-04-09 21:13:40,479 - INFO - Processing kb_a, Q1, repeat 1
2025-04-09 21:28:30,888 - INFO - Processing kb_a, Q15, repeat 16
2025-04-09 21:28:31,539 - INFO - Processing kb_a, Q16, repeat 16
2025-04-09 21:28:32,771 - INFO - Processing kb_a, Q17, repeat 16
2025-04-09 21:28:33,367 - INFO - Processing kb_a, Q18, repeat 16
2025-04-09 21:28:38,893 - INFO - Processing kb_a, Q19, repeat 16
2025-04-09 21:28:39,550 - INFO - Processing kb_a, Q20, repeat 16
2025-04-09 21:28:40,490 - INFO - Starting repeat 17/25 for all questions
2025-04-09 21:28:40,490 - INFO - Processing kb_a, Q1, repeat 17
2025-04-09 21:28:44,294 - INFO - Processing kb_a, Q2, repeat 17
2025-04-09 21:28:45,789 - INFO - Processing kb_a, Q3, repeat 17
2025-04-09 21:28:48,763 - INFO - Processing kb_a, Q4, repeat 17
2025-04-09 21:28:51,497 - INFO - Processing kb_a, Q5, repeat 17
2025-04-09 21:28:53,406 - INFO - Processing kb_a, Q6, repeat 17
2025-04-09 21:28:56,493 - INFO - Processing kb_a, Q7, repeat 17
2025-04-09 21:28:59,391 - INFO - Processing kb_a, Q8, repeat 17
2025-04-09 21:29:01,992 - INFO - Processing kb_a, Q9, repeat 17
2025-04-09 21:29:05,258 - INFO - Processing kb_a, Q10, repeat 17
2025-04-09 21:29:06,964 - INFO - Processing kb_a, Q11, repeat 17
2025-04-09 21:29:09,975 - INFO - Processing kb_a, Q12, repeat 17
2025-04-09 21:29:11,494 - INFO - Processing kb_a, Q13, repeat 17
2025-04-09 21:29:24,125 - INFO - Processing kb_a, Q14, repeat 17
2025-04-09 21:29:28,617 - INFO - Processing kb_a, Q15, repeat 17
2025-04-09 21:29:29,261 - INFO - Processing kb_a, Q16, repeat 17
2025-04-09 21:29:30,421 - INFO - Processing kb_a, Q17, repeat 17
2025-04-09 21:29:31,068 - INFO - Processing kb_a, Q18, repeat 17
2025-04-09 21:29:35,444 - INFO - Processing kb_a, Q19, repeat 17
2025-04-09 21:29:36,090 - INFO - Processing kb_a, Q20, repeat 17
2025-04-09 21:29:36,728 - INFO - Starting repeat 18/25 for all questions
2025-04-09 21:29:36,728 - INFO - Processing kb_a, Q1, repeat 18
2025-04-09 21:29:41,115 - INFO - Processing kb_a, Q2, repeat 18
2025-04-09 21:29:42,628 - INFO - Processing kb_a, Q3, repeat 18
2025-04-09 21:29:44,652 - INFO - Processing kb_a, Q4, repeat 18
2025-04-09 21:29:47,390 - INFO - Processing kb_a, Q5, repeat 18
2025-04-09 21:29:49,441 - INFO - Processing kb_a, Q6, repeat 18
2025-04-09 21:29:56,273 - INFO - Processing kb_a, Q7, repeat 18
2025-04-09 21:30:00,500 - INFO - Processing kb_a, Q8, repeat 18
2025-04-09 21:30:02,089 - INFO - Processing kb_a, Q9, repeat 18
2025-04-09 21:30:05,237 - INFO - Processing kb_a, Q10, repeat 18
2025-04-09 21:30:07,522 - INFO - Processing kb_a, Q11, repeat 18
2025-04-09 21:30:10,593 - INFO - Processing kb_a, Q12, repeat 18
2025-04-09 21:30:12,957 - INFO - Processing kb_a, Q13, repeat 18
2025-04-09 21:30:26,269 - INFO - Processing kb_a, Q14, repeat 18
2025-04-09 21:30:30,257 - INFO - Processing kb_a, Q15, repeat 18
2025-04-09 21:30:30,890 - INFO - Processing kb_a, Q16, repeat 18
2025-04-09 21:30:31,965 - INFO - Processing kb_a, Q17, repeat 18
2025-04-09 21:30:32,582 - INFO - Processing kb_a, Q18, repeat 18
2025-04-09 21:30:35,939 - INFO - Processing kb_a, Q19, repeat 18
2025-04-09 21:30:36,539 - INFO - Processing kb_a, Q20, repeat 18
2025-04-09 21:30:37,362 - INFO - Starting repeat 19/25 for all questions
2025-04-09 21:30:37,362 - INFO - Processing kb_a, Q1, repeat 19
2025-04-09 21:30:40,374 - INFO - Processing kb_a, Q2, repeat 19
2025-04-09 21:30:42,424 - INFO - Processing kb_a, Q3, repeat 19
2025-04-09 21:30:44,931 - INFO - Processing kb_a, Q4, repeat 19
2025-04-09 21:30:47,663 - INFO - Processing kb_a, Q5, repeat 19
2025-04-09 21:30:49,742 - INFO - Processing kb_a, Q6, repeat 19
2025-04-09 21:30:52,875 - INFO - Processing kb_a, Q7, repeat 19
2025-04-09 21:30:56,583 - INFO - Processing kb_a, Q8, repeat 19
2025-04-09 21:30:57,982 - INFO - Processing kb_a, Q9, repeat 19
2025-04-09 21:31:01,082 - INFO - Processing kb_a, Q10, repeat 19
2025-04-09 21:31:03,002 - INFO - Processing kb_a, Q11, repeat 19
2025-04-09 21:31:04,563 - INFO - Processing kb_a, Q12, repeat 19
2025-04-09 21:31:05,897 - INFO - Processing kb_a, Q13, repeat 19
2025-04-09 21:31:17,562 - INFO - Processing kb_a, Q14, repeat 19
2025-04-09 21:31:21,450 - INFO - Processing kb_a, Q15, repeat 19
2025-04-09 21:31:22,094 - INFO - Processing kb_a, Q16, repeat 19
2025-04-09 21:31:23,028 - INFO - Processing kb_a, Q17, repeat 19
2025-04-09 21:31:23,643 - INFO - Processing kb_a, Q18, repeat 19
2025-04-09 21:31:25,754 - INFO - Processing kb_a, Q19, repeat 19
2025-04-09 21:31:26,353 - INFO - Processing kb_a, Q20, repeat 19
2025-04-09 21:31:27,283 - INFO - Starting repeat 20/25 for all questions
2025-04-09 21:31:27,283 - INFO - Processing kb_a, Q1, repeat 20
2025-04-09 21:31:30,602 - INFO - Processing kb_a, Q2, repeat 20
2025-04-09 21:31:31,921 - INFO - Processing kb_a, Q3, repeat 20
2025-04-09 21:31:34,930 - INFO - Processing kb_a, Q4, repeat 20
2025-04-09 21:31:37,762 - INFO - Processing kb_a, Q5, repeat 20
2025-04-09 21:31:39,819 - INFO - Processing kb_a, Q6, repeat 20
2025-04-09 21:31:45,797 - INFO - Processing kb_a, Q7, repeat 20
2025-04-09 21:31:49,874 - INFO - Processing kb_a, Q8, repeat 20
2025-04-09 21:31:51,183 - INFO - Processing kb_a, Q9, repeat 20
2025-04-09 21:31:53,631 - INFO - Processing kb_a, Q10, repeat 20
2025-04-09 21:31:56,352 - INFO - Processing kb_a, Q11, repeat 20
2025-04-09 21:31:59,396 - INFO - Processing kb_a, Q12, repeat 20
2025-04-09 21:32:02,682 - INFO - Processing kb_a, Q13, repeat 20
2025-04-09 21:32:13,710 - INFO - Processing kb_a, Q14, repeat 20
2025-04-09 21:32:17,932 - INFO - Processing kb_a, Q15, repeat 20
2025-04-09 21:32:18,601 - INFO - Processing kb_a, Q16, repeat 20
2025-04-09 21:32:19,517 - INFO - Processing kb_a, Q17, repeat 20
2025-04-09 21:32:20,131 - INFO - Processing kb_a, Q18, repeat 20
2025-04-09 21:32:26,223 - INFO - Processing kb_a, Q19, repeat 20
2025-04-09 21:32:26,822 - INFO - Processing kb_a, Q20, repeat 20
2025-04-09 21:32:27,559 - INFO - Starting repeat 21/25 for all questions
2025-04-09 21:32:27,559 - INFO - Processing kb_a, Q1, repeat 21
2025-04-09 21:32:31,732 - INFO - Processing kb_a, Q2, repeat 21
2025-04-09 21:32:33,077 - INFO - Processing kb_a, Q3, repeat 21
2025-04-09 21:32:35,948 - INFO - Processing kb_a, Q4, repeat 21
2025-04-09 21:32:38,510 - INFO - Processing kb_a, Q5, repeat 21
2025-04-09 21:32:40,327 - INFO - Processing kb_a, Q6, repeat 21
2025-04-09 21:32:46,602 - INFO - Processing kb_a, Q7, repeat 21
2025-04-09 21:32:49,456 - INFO - Processing kb_a, Q8, repeat 21
2025-04-09 21:32:50,885 - INFO - Processing kb_a, Q9, repeat 21
2025-04-09 21:32:54,082 - INFO - Processing kb_a, Q10, repeat 21
2025-04-09 21:32:56,284 - INFO - Processing kb_a, Q11, repeat 21
2025-04-09 21:32:57,797 - INFO - Processing kb_a, Q12, repeat 21
2025-04-09 21:33:01,684 - INFO - Processing kb_a, Q13, repeat 21
2025-04-09 21:33:13,839 - INFO - Processing kb_a, Q14, repeat 21
2025-04-09 21:33:17,365 - INFO - Processing kb_a, Q15, repeat 21
2025-04-09 21:33:18,022 - INFO - Processing kb_a, Q16, repeat 21
2025-04-09 21:33:18,938 - INFO - Processing kb_a, Q17, repeat 21
2025-04-09 21:33:19,627 - INFO - Processing kb_a, Q18, repeat 21
2025-04-09 21:33:20,434 - INFO - Processing kb_a, Q19, repeat 21
2025-04-09 21:33:21,053 - INFO - Processing kb_a, Q20, repeat 21
2025-04-09 21:33:21,873 - INFO - Starting repeat 22/25 for all questions
2025-04-09 21:33:21,873 - INFO - Processing kb_a, Q1, repeat 22
2025-04-09 21:33:26,133 - INFO - Processing kb_a, Q2, repeat 22
2025-04-09 21:33:27,468 - INFO - Processing kb_a, Q3, repeat 22
2025-04-09 21:33:30,577 - INFO - Processing kb_a, Q4, repeat 22
2025-04-09 21:33:33,541 - INFO - Processing kb_a, Q5, repeat 22
2025-04-09 21:33:35,963 - INFO - Processing kb_a, Q6, repeat 22
2025-04-09 21:33:40,177 - INFO - Processing kb_a, Q7, repeat 22
2025-04-09 21:33:43,246 - INFO - Processing kb_a, Q8, repeat 22
2025-04-09 21:33:44,723 - INFO - Processing kb_a, Q9, repeat 22
2025-04-09 21:33:47,120 - INFO - Processing kb_a, Q10, repeat 22
2025-04-09 21:33:49,603 - INFO - Processing kb_a, Q11, repeat 22
2025-04-09 21:33:52,351 - INFO - Processing kb_a, Q12, repeat 22
2025-04-09 21:33:53,943 - INFO - Processing kb_a, Q13, repeat 22
2025-04-09 21:34:06,507 - INFO - Processing kb_a, Q14, repeat 22
2025-04-09 21:34:10,698 - INFO - Processing kb_a, Q15, repeat 22
2025-04-09 21:34:11,329 - INFO - Processing kb_a, Q16, repeat 22
2025-04-09 21:34:12,234 - INFO - Processing kb_a, Q17, repeat 22
2025-04-09 21:34:13,064 - INFO - Processing kb_a, Q18, repeat 22
2025-04-09 21:34:16,209 - INFO - Processing kb_a, Q19, repeat 22
2025-04-09 21:34:16,810 - INFO - Processing kb_a, Q20, repeat 22
2025-04-09 21:34:17,560 - INFO - Starting repeat 23/25 for all questions
2025-04-09 21:34:17,561 - INFO - Processing kb_a, Q1, repeat 23
2025-04-09 21:34:21,884 - INFO - Processing kb_a, Q2, repeat 23
2025-04-09 21:34:23,218 - INFO - Processing kb_a, Q3, repeat 23
2025-04-09 21:34:25,572 - INFO - Processing kb_a, Q4, repeat 23
2025-04-09 21:34:28,264 - INFO - Processing kb_a, Q5, repeat 23
2025-04-09 21:34:30,432 - INFO - Processing kb_a, Q6, repeat 23
2025-04-09 21:34:32,784 - INFO - Processing kb_a, Q7, repeat 23
2025-04-09 21:34:35,434 - INFO - Processing kb_a, Q8, repeat 23
2025-04-09 21:34:36,697 - INFO - Processing kb_a, Q9, repeat 23
2025-04-09 21:34:39,835 - INFO - Processing kb_a, Q10, repeat 23
2025-04-09 21:34:41,267 - INFO - Processing kb_a, Q11, repeat 23
2025-04-09 21:34:42,943 - INFO - Processing kb_a, Q12, repeat 23
2025-04-09 21:34:44,386 - INFO - Processing kb_a, Q13, repeat 23
2025-04-09 21:34:56,917 - INFO - Processing kb_a, Q14, repeat 23
2025-04-09 21:35:01,153 - INFO - Processing kb_a, Q15, repeat 23
2025-04-09 21:35:01,801 - INFO - Processing kb_a, Q16, repeat 23
2025-04-09 21:35:02,709 - INFO - Processing kb_a, Q17, repeat 23
2025-04-09 21:35:03,368 - INFO - Processing kb_a, Q18, repeat 23
2025-04-09 21:35:08,200 - INFO - Processing kb_a, Q19, repeat 23
2025-04-09 21:35:08,799 - INFO - Processing kb_a, Q20, repeat 23
2025-04-09 21:35:09,582 - INFO - Starting repeat 24/25 for all questions
2025-04-09 21:35:09,582 - INFO - Processing kb_a, Q1, repeat 24
2025-04-09 21:35:13,968 - INFO - Processing kb_a, Q2, repeat 24
2025-04-09 21:35:15,327 - INFO - Processing kb_a, Q3, repeat 24
2025-04-09 21:35:17,590 - INFO - Processing kb_a, Q4, repeat 24
2025-04-09 21:35:20,466 - INFO - Processing kb_a, Q5, repeat 24
2025-04-09 21:35:22,678 - INFO - Processing kb_a, Q6, repeat 24
2025-04-09 21:35:26,993 - INFO - Processing kb_a, Q7, repeat 24
2025-04-09 21:35:30,153 - INFO - Processing kb_a, Q8, repeat 24
2025-04-09 21:35:31,803 - INFO - Processing kb_a, Q9, repeat 24
2025-04-09 21:35:34,812 - INFO - Processing kb_a, Q10, repeat 24
2025-04-09 21:35:37,488 - INFO - Processing kb_a, Q11, repeat 24
2025-04-09 21:35:39,015 - INFO - Processing kb_a, Q12, repeat 24
2025-04-09 21:35:40,634 - INFO - Processing kb_a, Q13, repeat 24
2025-04-09 21:35:52,874 - INFO - Processing kb_a, Q14, repeat 24
2025-04-09 21:35:56,924 - INFO - Processing kb_a, Q15, repeat 24
2025-04-09 21:35:57,560 - INFO - Processing kb_a, Q16, repeat 24
2025-04-09 21:35:59,117 - INFO - Processing kb_a, Q17, repeat 24
2025-04-09 21:35:59,715 - INFO - Processing kb_a, Q18, repeat 24
2025-04-09 21:36:05,232 - INFO - Processing kb_a, Q19, repeat 24
2025-04-09 21:36:05,836 - INFO - Processing kb_a, Q20, repeat 24
2025-04-09 21:36:06,641 - INFO - Starting repeat 25/25 for all questions
2025-04-09 21:36:06,641 - INFO - Processing kb_a, Q1, repeat 25
2025-04-09 21:36:10,719 - INFO - Processing kb_a, Q2, repeat 25
2025-04-09 21:36:12,594 - INFO - Processing kb_a, Q3, repeat 25
2025-04-09 21:36:15,375 - INFO - Processing kb_a, Q4, repeat 25
2025-04-09 21:36:18,182 - INFO - Processing kb_a, Q5, repeat 25
2025-04-09 21:36:20,354 - INFO - Processing kb_a, Q6, repeat 25
2025-04-09 21:36:23,397 - INFO - Processing kb_a, Q7, repeat 25
2025-04-09 21:36:27,107 - INFO - Processing kb_a, Q8, repeat 25
2025-04-09 21:36:28,624 - INFO - Processing kb_a, Q9, repeat 25
2025-04-09 21:36:31,757 - INFO - Processing kb_a, Q10, repeat 25
2025-04-09 21:36:37,002 - INFO - Processing kb_a, Q11, repeat 25
2025-04-09 21:36:38,487 - INFO - Processing kb_a, Q12, repeat 25
2025-04-09 21:36:40,147 - INFO - Processing kb_a, Q13, repeat 25
2025-04-09 21:36:52,740 - INFO - Processing kb_a, Q14, repeat 25
2025-04-09 21:36:56,427 - INFO - Processing kb_a, Q15, repeat 25
2025-04-09 21:36:57,064 - INFO - Processing kb_a, Q16, repeat 25
2025-04-09 21:36:58,048 - INFO - Processing kb_a, Q17, repeat 25
2025-04-09 21:36:58,695 - INFO - Processing kb_a, Q18, repeat 25
2025-04-09 21:37:01,707 - INFO - Processing kb_a, Q19, repeat 25
2025-04-09 21:37:02,307 - INFO - Processing kb_a, Q20, repeat 25
2025-04-09 21:37:03,425 - INFO - Saved results for kb_a to ./model_results/kb_a_results_20250409_213702.json
2025-04-09 21:37:35,254 - INFO - Starting repeat 1/25 for all questions
2025-04-09 21:37:35,254 - INFO - Processing kb_b, Q1, repeat 1
2025-04-09 21:37:38,534 - INFO - Processing kb_b, Q2, repeat 1
2025-04-09 21:37:40,011 - INFO - Processing kb_b, Q3, repeat 1
2025-04-09 21:37:41,852 - INFO - Processing kb_b, Q4, repeat 1
2025-04-09 21:37:44,652 - INFO - Processing kb_b, Q5, repeat 1
2025-04-09 21:37:46,580 - INFO - Processing kb_b, Q6, repeat 1
2025-04-09 21:37:50,754 - INFO - Processing kb_b, Q7, repeat 1
2025-04-09 21:37:53,268 - INFO - Processing kb_b, Q8, repeat 1
2025-04-09 21:37:54,788 - INFO - Processing kb_b, Q9, repeat 1
2025-04-09 21:37:57,186 - INFO - Processing kb_b, Q10, repeat 1
2025-04-09 21:37:59,376 - INFO - Processing kb_b, Q11, repeat 1
2025-04-09 21:38:01,163 - INFO - Processing kb_b, Q12, repeat 1
2025-04-09 21:38:02,568 - INFO - Processing kb_b, Q13, repeat 1
2025-04-09 21:38:16,004 - INFO - Processing kb_b, Q14, repeat 1
2025-04-09 21:38:19,577 - INFO - Processing kb_b, Q15, repeat 1
2025-04-09 21:38:20,230 - INFO - Processing kb_b, Q16, repeat 1
2025-04-09 21:38:21,128 - INFO - Processing kb_b, Q17, repeat 1
2025-04-09 21:38:21,747 - INFO - Processing kb_b, Q18, repeat 1
2025-04-09 21:38:28,642 - INFO - Processing kb_b, Q19, repeat 1
2025-04-09 21:38:29,259 - INFO - Processing kb_b, Q20, repeat 1
2025-04-09 21:38:29,971 - INFO - Starting repeat 2/25 for all questions
2025-04-09 21:38:29,971 - INFO - Processing kb_b, Q1, repeat 2
2025-04-09 21:38:33,661 - INFO - Processing kb_b, Q2, repeat 2
2025-04-09 21:38:35,843 - INFO - Processing kb_b, Q3, repeat 2
2025-04-09 21:38:39,760 - INFO - Processing kb_b, Q4, repeat 2
2025-04-09 21:38:42,529 - INFO - Processing kb_b, Q5, repeat 2
2025-04-09 21:38:44,729 - INFO - Processing kb_b, Q6, repeat 2
2025-04-09 21:38:49,488 - INFO - Processing kb_b, Q7, repeat 2
2025-04-09 21:38:52,274 - INFO - Processing kb_b, Q8, repeat 2
2025-04-09 21:38:53,829 - INFO - Processing kb_b, Q9, repeat 2
2025-04-09 21:38:57,679 - INFO - Processing kb_b, Q10, repeat 2
2025-04-09 21:38:59,869 - INFO - Processing kb_b, Q11, repeat 2
2025-04-09 21:39:01,718 - INFO - Processing kb_b, Q12, repeat 2
2025-04-09 21:39:05,810 - INFO - Processing kb_b, Q13, repeat 2
2025-04-09 21:39:19,182 - INFO - Processing kb_b, Q14, repeat 2
2025-04-09 21:39:22,564 - INFO - Processing kb_b, Q15, repeat 2
2025-04-09 21:39:23,213 - INFO - Processing kb_b, Q16, repeat 2
2025-04-09 21:39:24,223 - INFO - Processing kb_b, Q17, repeat 2
2025-04-09 21:39:25,049 - INFO - Processing kb_b, Q18, repeat 2
2025-04-09 21:39:27,824 - INFO - Processing kb_b, Q19, repeat 2
2025-04-09 21:39:28,484 - INFO - Processing kb_b, Q20, repeat 2
2025-04-09 21:39:29,309 - INFO - Starting repeat 3/25 for all questions
2025-04-09 21:39:29,309 - INFO - Processing kb_b, Q1, repeat 3
2025-04-09 21:39:32,880 - INFO - Processing kb_b, Q2, repeat 3
2025-04-09 21:39:34,233 - INFO - Processing kb_b, Q3, repeat 3
2025-04-09 21:39:36,609 - INFO - Processing kb_b, Q4, repeat 3
2025-04-09 21:39:39,604 - INFO - Processing kb_b, Q5, repeat 3
2025-04-09 21:39:42,038 - INFO - Processing kb_b, Q6, repeat 3
2025-04-09 21:39:44,275 - INFO - Processing kb_b, Q7, repeat 3
2025-04-09 21:39:47,703 - INFO - Processing kb_b, Q8, repeat 3
2025-04-09 21:39:49,257 - INFO - Processing kb_b, Q9, repeat 3
2025-04-09 21:39:52,555 - INFO - Processing kb_b, Q10, repeat 3
2025-04-09 21:39:54,721 - INFO - Processing kb_b, Q11, repeat 3
2025-04-09 21:39:56,531 - INFO - Processing kb_b, Q12, repeat 3
2025-04-09 21:39:57,937 - INFO - Processing kb_b, Q13, repeat 3
2025-04-09 21:40:09,991 - INFO - Processing kb_b, Q14, repeat 3
2025-04-09 21:40:14,018 - INFO - Processing kb_b, Q15, repeat 3
2025-04-09 21:40:14,668 - INFO - Processing kb_b, Q16, repeat 3
2025-04-09 21:40:15,564 - INFO - Processing kb_b, Q17, repeat 3
2025-04-09 21:40:16,222 - INFO - Processing kb_b, Q18, repeat 3
2025-04-09 21:40:21,135 - INFO - Processing kb_b, Q19, repeat 3
2025-04-09 21:40:21,751 - INFO - Processing kb_b, Q20, repeat 3
2025-04-09 21:40:22,488 - INFO - Starting repeat 4/25 for all questions
2025-04-09 21:40:22,488 - INFO - Processing kb_b, Q1, repeat 4
2025-04-09 21:40:25,942 - INFO - Processing kb_b, Q2, repeat 4
2025-04-09 21:40:27,318 - INFO - Processing kb_b, Q3, repeat 4
2025-04-09 21:40:30,016 - INFO - Processing kb_b, Q4, repeat 4
2025-04-09 21:40:32,730 - INFO - Processing kb_b, Q5, repeat 4
2025-04-09 21:40:34,459 - INFO - Processing kb_b, Q6, repeat 4
2025-04-09 21:40:39,982 - INFO - Processing kb_b, Q7, repeat 4
2025-04-09 21:40:43,498 - INFO - Processing kb_b, Q8, repeat 4
2025-04-09 21:40:44,988 - INFO - Processing kb_b, Q9, repeat 4
2025-04-09 21:40:48,824 - INFO - Processing kb_b, Q10, repeat 4
2025-04-09 21:40:50,524 - INFO - Processing kb_b, Q11, repeat 4
2025-04-09 21:40:52,208 - INFO - Processing kb_b, Q12, repeat 4
2025-04-09 21:40:53,424 - INFO - Processing kb_b, Q13, repeat 4
2025-04-09 21:41:04,165 - INFO - Processing kb_b, Q14, repeat 4
2025-04-09 21:41:08,467 - INFO - Processing kb_b, Q15, repeat 4
2025-04-09 21:41:09,112 - INFO - Processing kb_b, Q16, repeat 4
2025-04-09 21:41:10,134 - INFO - Processing kb_b, Q17, repeat 4
2025-04-09 21:41:10,795 - INFO - Processing kb_b, Q18, repeat 4
2025-04-09 21:41:15,778 - INFO - Processing kb_b, Q19, repeat 4
2025-04-09 21:41:16,388 - INFO - Processing kb_b, Q20, repeat 4
2025-04-09 21:41:17,107 - INFO - Starting repeat 5/25 for all questions
2025-04-09 21:41:17,107 - INFO - Processing kb_b, Q1, repeat 5
2025-04-09 21:41:20,842 - INFO - Processing kb_b, Q2, repeat 5
2025-04-09 21:41:22,900 - INFO - Processing kb_b, Q3, repeat 5
2025-04-09 21:41:26,538 - INFO - Processing kb_b, Q4, repeat 5
2025-04-09 21:41:29,307 - INFO - Processing kb_b, Q5, repeat 5
2025-04-09 21:41:31,443 - INFO - Processing kb_b, Q6, repeat 5
2025-04-09 21:41:35,501 - INFO - Processing kb_b, Q7, repeat 5
2025-04-09 21:41:38,976 - INFO - Processing kb_b, Q8, repeat 5
2025-04-09 21:41:40,466 - INFO - Processing kb_b, Q9, repeat 5
2025-04-09 21:41:43,613 - INFO - Processing kb_b, Q10, repeat 5
2025-04-09 21:41:46,131 - INFO - Processing kb_b, Q11, repeat 5
2025-04-09 21:41:47,696 - INFO - Processing kb_b, Q12, repeat 5
2025-04-09 21:41:48,855 - INFO - Processing kb_b, Q13, repeat 5
2025-04-09 21:41:59,637 - INFO - Processing kb_b, Q14, repeat 5
2025-04-09 21:42:04,175 - INFO - Processing kb_b, Q15, repeat 5
2025-04-09 21:42:04,804 - INFO - Processing kb_b, Q16, repeat 5
2025-04-09 21:42:06,111 - INFO - Processing kb_b, Q17, repeat 5
2025-04-09 21:42:06,725 - INFO - Processing kb_b, Q18, repeat 5
2025-04-09 21:42:11,986 - INFO - Processing kb_b, Q19, repeat 5
2025-04-09 21:42:12,602 - INFO - Processing kb_b, Q20, repeat 5
2025-04-09 21:42:13,426 - INFO - Starting repeat 6/25 for all questions
2025-04-09 21:42:13,426 - INFO - Processing kb_b, Q1, repeat 6
2025-04-09 21:42:16,767 - INFO - Processing kb_b, Q2, repeat 6
2025-04-09 21:42:18,088 - INFO - Processing kb_b, Q3, repeat 6
2025-04-09 21:42:21,552 - INFO - Processing kb_b, Q4, repeat 6
2025-04-09 21:42:24,362 - INFO - Processing kb_b, Q5, repeat 6
2025-04-09 21:42:26,887 - INFO - Processing kb_b, Q6, repeat 6
2025-04-09 21:42:29,825 - INFO - Processing kb_b, Q7, repeat 6
2025-04-09 21:42:32,838 - INFO - Processing kb_b, Q8, repeat 6
2025-04-09 21:42:34,358 - INFO - Processing kb_b, Q9, repeat 6
2025-04-09 21:42:37,490 - INFO - Processing kb_b, Q10, repeat 6
2025-04-09 21:42:39,682 - INFO - Processing kb_b, Q11, repeat 6
2025-04-09 21:42:42,627 - INFO - Processing kb_b, Q12, repeat 6
2025-04-09 21:42:44,213 - INFO - Processing kb_b, Q13, repeat 6
2025-04-09 21:42:56,888 - INFO - Processing kb_b, Q14, repeat 6
2025-04-09 21:43:00,800 - INFO - Processing kb_b, Q15, repeat 6
2025-04-09 21:43:01,445 - INFO - Processing kb_b, Q16, repeat 6
2025-04-09 21:43:02,357 - INFO - Processing kb_b, Q17, repeat 6
2025-04-09 21:43:03,005 - INFO - Processing kb_b, Q18, repeat 6
2025-04-09 21:43:07,429 - INFO - Processing kb_b, Q19, repeat 6
2025-04-09 21:43:08,045 - INFO - Processing kb_b, Q20, repeat 6
2025-04-09 21:43:08,986 - INFO - Starting repeat 7/25 for all questions
2025-04-09 21:43:08,986 - INFO - Processing kb_b, Q1, repeat 7
2025-04-09 21:43:12,701 - INFO - Processing kb_b, Q2, repeat 7
2025-04-09 21:43:14,063 - INFO - Processing kb_b, Q3, repeat 7
2025-04-09 21:43:17,187 - INFO - Processing kb_b, Q4, repeat 7
2025-04-09 21:43:20,366 - INFO - Processing kb_b, Q5, repeat 7
2025-04-09 21:43:22,479 - INFO - Processing kb_b, Q6, repeat 7
2025-04-09 21:43:27,829 - INFO - Processing kb_b, Q7, repeat 7
2025-04-09 21:43:30,840 - INFO - Processing kb_b, Q8, repeat 7
2025-04-09 21:43:32,287 - INFO - Processing kb_b, Q9, repeat 7
2025-04-09 21:43:35,577 - INFO - Processing kb_b, Q10, repeat 7
2025-04-09 21:43:38,412 - INFO - Processing kb_b, Q11, repeat 7
2025-04-09 21:43:40,106 - INFO - Processing kb_b, Q12, repeat 7
2025-04-09 21:43:41,613 - INFO - Processing kb_b, Q13, repeat 7
2025-04-09 21:43:56,928 - INFO - Processing kb_b, Q14, repeat 7
2025-04-09 21:44:01,236 - INFO - Processing kb_b, Q15, repeat 7
2025-04-09 21:44:01,863 - INFO - Processing kb_b, Q16, repeat 7
2025-04-09 21:44:03,569 - INFO - Processing kb_b, Q17, repeat 7
2025-04-09 21:44:04,454 - INFO - Processing kb_b, Q18, repeat 7
2025-04-09 21:44:06,952 - INFO - Processing kb_b, Q19, repeat 7
2025-04-09 21:44:07,636 - INFO - Processing kb_b, Q20, repeat 7
2025-04-09 21:44:08,454 - INFO - Starting repeat 8/25 for all questions
2025-04-09 21:44:08,454 - INFO - Processing kb_b, Q1, repeat 8
2025-04-09 21:44:12,444 - INFO - Processing kb_b, Q2, repeat 8
2025-04-09 21:44:13,756 - INFO - Processing kb_b, Q3, repeat 8
2025-04-09 21:44:15,695 - INFO - Processing kb_b, Q4, repeat 8
